floor_number,no_of_flats,flat_area_sft,no_of_rooms,sand_tons,cement_tons,no_of_bricks,labour_count,labour_hours
3,4,1249,1,29.16,29.51,8513,12,72
6,1,504,6,13.64,10.66,3156,5,30
3,2,632,2,18.89,8.89,3608,6,48
3,2,1709,4,45.54,26.27,9255,17,153
5,4,377,2,8.55,7.98,2550,3,36
2,1,1109,2,32.81,15.69,6242,11,99
2,2,764,5,19.59,10.59,4874,7,70
4,2,1471,4,39.25,31.05,7500,14,140
6,1,1929,4,48.2,37.71,9951,19,152
1,3,1590,1,42.77,20.52,10695,15,150
1,4,1851,3,37.76,42.9,11383,18,198
8,3,1797,6,33.71,30.1,12357,17,187
2,1,1763,5,35.34,26.39,10126,17,136
2,3,1609,5,35.36,34.04,9072,16,112
10,1,408,6,11.32,6.29,2470,4,36
1,3,1215,6,28.53,23.88,6589,12,144
10,2,849,4,22.5,17.39,5413,8,80
2,4,711,5,18.07,13.73,4140,7,42
1,2,1754,4,39.51,37.51,9445,17,102
0,3,937,4,21.4,23.04,6166,9,99
4,3,928,2,24.97,13.29,5642,9,90
3,2,990,3,18.8,13.92,5732,9,99
9,1,1291,6,31.55,29.62,6860,12,108
2,1,789,4,20.03,9.7,4566,7,42
2,2,1500,4,31.12,26.0,10035,15,90
2,3,1997,1,43.04,41.22,12978,19,133
4,1,1283,4,23.16,26.62,7667,12,84
7,4,1283,5,26.43,21.71,6471,12,108
0,3,1987,2,36.8,37.89,13311,19,228
6,3,1310,6,31.93,18.93,8380,13,143
4,2,328,6,8.65,7.33,1724,3,30
4,1,964,2,24.96,14.72,5202,9,90
7,1,1623,6,35.97,20.33,9899,16,112
2,1,1844,4,52.33,39.47,12572,18,216
3,2,670,3,12.13,14.83,4446,6,60
4,1,1628,4,35.06,23.75,8931,16,96
6,2,796,2,17.39,17.36,4791,7,56
4,1,587,5,11.36,8.54,3094,5,45
6,1,723,5,21.32,16.15,4428,7,63
5,1,1095,3,32.05,26.04,6596,10,120
5,1,584,5,14.59,10.23,3740,5,60
1,1,961,5,28.56,21.54,4821,9,81
6,1,1908,6,41.13,32.21,12732,19,114
7,4,776,6,14.99,17.61,4404,7,70
3,4,1240,3,25.89,20.54,7859,12,96
10,1,1467,3,43.94,30.08,9253,14,168
3,2,1620,3,42.37,35.01,11292,16,112
5,1,1105,5,29.85,24.37,7434,11,77
3,1,628,3,18.1,11.61,3252,6,42
7,1,1994,4,44.93,43.47,12170,19,209
6,4,1921,5,50.48,32.46,11900,19,171
8,3,1764,3,34.08,32.18,11929,17,187
1,1,1380,6,28.21,17.56,9626,13,91
7,1,1910,6,49.38,40.97,10836,19,152
6,3,512,3,10.89,6.74,2844,5,35
8,4,455,3,9.91,9.06,2388,4,44
10,2,618,3,16.85,7.93,3968,6,36
10,1,523,6,10.18,6.45,2651,5,40
4,2,1669,5,32.08,26.65,9403,16,176
0,1,370,6,9.92,7.81,2522,3,24
1,4,1901,2,43.32,30.02,10541,19,152
6,3,1429,2,30.7,24.91,7533,14,154
5,3,1031,5,24.73,14.37,5919,10,60
10,1,1085,1,19.82,14.99,6549,10,110
9,4,1274,4,36.35,22.46,6679,12,84
0,2,1485,4,33.89,26.31,8439,14,168
5,4,1575,3,42.03,21.02,10030,15,105
6,4,1210,1,23.11,17.1,6916,12,96
2,2,1542,2,45.75,29.71,8224,15,150
10,1,1398,4,35.86,20.43,8831,13,143
10,4,996,5,27.15,24.72,5884,9,63
7,3,502,2,9.5,11.68,2838,5,55
6,2,347,4,6.55,5.09,2098,3,24
7,4,1671,5,36.82,33.88,8528,16,160
4,3,804,5,16.52,10.53,4317,8,56
6,3,1985,4,52.24,40.51,12081,19,114
6,4,1234,6,24.52,28.69,7150,12,144
4,4,929,1,24.66,15.62,4674,9,81
5,1,554,6,12.69,8.97,3312,5,30
4,4,1341,4,34.89,32.05,7060,13,117
2,4,1749,2,39.07,30.09,11785,17,136
6,3,610,5,14.01,9.0,4008,6,72
9,1,1569,3,33.59,20.49,10008,15,180
4,1,1165,5,26.88,18.26,6472,11,110
9,4,543,6,15.83,8.89,2826,5,55
6,1,335,5,6.08,5.26,1811,3,33
8,2,1003,6,30.08,13.42,5109,10,110
7,1,1918,6,44.8,33.78,10534,19,209
10,3,1853,3,38.29,23.0,12263,18,162
10,2,875,1,19.53,15.96,5699,8,56
1,2,1400,1,29.33,34.22,8705,14,112
3,1,545,5,15.47,10.37,3260,5,55
5,2,1229,3,23.7,30.26,7927,12,72
0,2,1167,6,33.24,20.67,6634,11,132
8,4,450,5,11.18,9.26,2481,4,48
0,4,608,3,14.85,10.91,3197,6,66
0,2,1836,5,36.2,45.32,12037,18,162
5,3,605,2,11.05,8.75,3676,6,72
8,1,778,1,15.63,12.9,4425,7,84
1,4,1996,1,50.36,42.5,11617,19,133
3,1,1858,6,53.08,45.42,9684,18,144
10,1,1209,1,33.79,15.73,7261,12,84
10,3,436,3,10.13,7.28,3050,4,36
5,3,1399,6,37.36,26.87,9149,13,104
7,4,664,1,15.34,12.87,3627,6,66
4,4,1292,2,30.32,30.86,6938,12,132
9,4,1102,1,26.16,16.95,5815,11,99
4,1,1284,2,35.44,18.5,7350,12,96
5,3,345,1,8.46,6.76,2118,3,18
9,1,320,1,5.98,5.41,2156,3,30
10,1,326,6,9.48,4.34,2009,3,27
3,3,1448,5,30.36,17.38,7855,14,84
6,1,1226,6,29.06,28.59,6290,12,120
7,2,1961,5,46.74,28.36,11038,19,209
5,2,1662,1,33.34,25.39,9638,16,192
9,3,1586,2,40.22,34.7,10339,15,120
2,2,964,4,23.04,23.99,5804,9,54
4,2,513,3,11.21,9.55,3517,5,35
3,2,485,2,12.91,6.05,3243,4,28
8,4,1603,5,43.76,22.08,9509,16,112
3,3,1160,1,21.77,27.09,6245,11,66
4,4,1966,3,44.54,38.58,12022,19,133
3,3,994,2,29.37,23.89,6827,9,99
10,3,899,3,23.8,15.35,4571,8,80
8,2,987,4,20.13,15.5,5129,9,81
8,1,517,4,12.15,6.59,3148,5,45
9,4,1051,3,19.42,17.56,5311,10,70
3,3,1124,6,24.32,14.71,7334,11,99
7,1,816,2,15.48,20.31,4598,8,56
5,1,691,4,13.27,10.39,3815,6,72
9,4,1734,5,43.14,38.56,10789,17,102
8,1,1203,4,29.48,20.25,7629,12,144
5,1,1689,5,33.93,33.2,10728,16,96
7,4,1503,4,41.45,36.35,8198,15,150
3,3,1305,5,30.23,22.61,7626,13,78
6,1,979,6,25.23,12.6,5700,9,72
0,2,969,1,27.72,22.66,6311,9,54
10,4,1394,4,26.24,32.04,8915,13,156
4,1,1703,4,39.46,20.89,9540,17,187
7,1,369,5,7.22,9.17,2201,3,24
10,4,1919,3,43.18,26.41,13319,19,114
10,4,833,4,19.35,11.01,5077,8,80
3,2,1823,6,39.8,27.32,9388,18,180
4,4,425,4,7.99,8.34,2432,4,32
1,1,1237,1,26.02,28.63,6246,12,84
4,2,1399,4,30.54,28.28,8232,13,143
1,1,1868,1,36.42,31.75,9349,18,216
2,4,1553,1,40.66,38.76,7999,15,120
0,3,1120,5,31.85,13.51,6921,11,77
4,1,418,1,8.74,6.71,2374,4,48
9,2,526,6,12.47,11.24,2781,5,45
5,1,473,3,12.69,10.47,3099,4,48
9,1,706,4,19.77,12.54,4911,7,77
9,3,806,4,20.38,19.98,4125,8,56
9,4,1671,5,32.76,31.39,9999,16,192
10,2,1555,4,29.93,20.03,9891,15,165
8,2,971,1,23.76,21.74,5396,9,63
1,1,627,1,16.5,14.55,4052,6,60
8,2,1502,1,31.71,24.09,9998,15,90
10,3,878,2,18.01,11.6,4953,8,88
5,3,693,2,20.06,10.8,4446,6,66
9,2,656,1,19.6,12.26,4134,6,36
0,3,1782,1,50.01,34.91,11379,17,170
4,1,1824,5,47.89,23.85,11411,18,162
2,2,1867,2,42.61,28.34,9707,18,108
7,2,1350,3,25.32,30.41,7339,13,143
3,3,1168,4,33.48,23.01,6006,11,88
10,1,1560,3,35.92,27.73,8945,15,135
3,4,1437,1,27.94,26.29,7464,14,112
1,2,1961,1,35.42,28.35,9943,19,171
1,2,1621,5,47.61,22.92,10706,16,176
3,4,525,5,14.29,8.8,3248,5,45
6,3,569,2,13.43,12.12,3204,5,45
9,1,1612,6,46.93,29.0,9182,16,112
0,2,726,6,19.12,14.68,3658,7,49
3,2,1465,1,40.88,32.58,9533,14,154
2,3,1558,2,33.28,31.46,8895,15,150
2,2,471,2,13.36,10.26,2704,4,24
0,1,1735,5,42.52,28.57,8846,17,153
5,2,1000,4,27.99,21.24,6734,10,60
8,1,917,6,20.36,21.62,6212,9,108
8,4,323,4,7.89,4.53,1671,3,33
4,3,1307,6,23.78,23.85,8103,13,143
5,2,584,3,14.77,11.71,3691,5,55
8,4,1117,2,27.73,18.9,5690,11,99
9,3,468,6,10.77,9.75,2774,4,44
1,3,558,5,12.37,12.19,3255,5,60
5,3,525,6,15.58,12.73,3370,5,45
7,3,755,1,16.1,12.14,4477,7,56
10,1,1436,6,40.12,21.78,7570,14,112
3,2,952,1,28.1,22.93,6624,9,54
1,2,1251,3,36.12,30.03,8035,12,108
2,4,1826,5,44.48,26.03,12532,18,144
6,4,314,3,8.27,6.07,2029,3,21
2,1,1480,4,40.27,25.48,10291,14,98
10,2,1061,4,26.73,14.9,6420,10,110
6,1,1953,6,49.73,48.29,11378,19,190
1,2,1337,5,40.11,31.2,6996,13,91
10,1,1415,4,37.62,17.58,9767,14,140
9,2,1159,3,29.83,14.18,7502,11,77
1,1,1389,3,32.62,32.97,8489,13,104
8,3,588,2,10.72,14.11,3383,5,35
0,4,1320,3,36.99,32.55,6727,13,104
6,2,1272,5,37.43,16.75,8116,12,132
6,1,1701,5,39.55,39.31,9331,17,187
8,3,1063,4,28.76,20.9,6326,10,100
4,1,1369,3,27.35,31.05,8279,13,78
9,2,1199,2,27.46,27.29,6010,11,88
7,4,1342,2,36.52,26.9,8324,13,117
7,2,1371,2,38.16,21.93,9097,13,143
9,4,1326,6,36.89,24.64,6744,13,91
8,4,1346,6,33.85,21.88,8265,13,117
7,2,1720,3,33.47,34.18,9592,17,102
10,3,1268,1,30.05,18.02,7784,12,108
2,2,1036,4,23.97,22.74,5868,10,80
1,3,1182,3,29.88,21.95,6064,11,77
0,3,768,2,14.77,14.97,5132,7,42
10,3,1705,2,31.65,35.19,10985,17,153
5,3,1413,2,39.21,29.24,8652,14,126
7,1,1536,1,36.73,21.9,10582,15,150
10,4,1577,4,42.49,32.59,9077,15,135
1,4,1643,3,46.66,22.39,11026,16,176
0,4,1732,3,41.92,23.22,11411,17,187
9,2,860,4,18.16,17.75,4926,8,48
0,3,926,1,22.66,15.42,4733,9,99
6,1,696,1,20.59,16.89,4393,6,60
8,3,788,4,16.38,12.29,4569,7,56
6,3,1416,5,41.85,28.08,9377,14,112
0,3,1434,4,36.22,30.96,8726,14,112
1,2,1272,1,29.65,23.05,6942,12,132
3,1,1867,1,39.87,25.13,9894,18,162
10,1,1183,6,21.91,20.17,6310,11,121
1,4,1568,4,45.12,24.39,10776,15,135
7,1,1884,3,53.76,42.14,12812,18,108
5,1,1625,1,39.64,38.13,11235,16,96
8,2,1156,1,30.37,16.65,7984,11,66
9,1,1920,4,53.75,36.97,12990,19,209
9,1,1492,1,41.12,21.07,7906,14,126
10,4,757,6,16.18,13.03,4298,7,77
10,3,1885,1,49.84,37.12,10531,18,126
10,3,1524,2,29.73,21.59,10542,15,150
10,3,1904,2,34.87,43.16,12952,19,209
3,3,1462,2,28.98,25.53,7667,14,154
8,2,1710,4,31.6,37.95,10103,17,204
7,3,936,1,24.02,22.37,5473,9,54
4,3,1788,5,43.22,37.24,10789,17,187
10,3,1282,6,24.3,26.06,8068,12,132
3,4,1792,1,42.87,29.0,10942,17,119
10,4,1395,1,39.82,21.42,7301,13,104
5,1,476,6,10.26,11.12,2393,4,32
10,1,492,4,14.63,10.0,2910,4,40
1,1,1604,2,39.02,28.02,8269,16,96
8,2,1550,3,34.03,19.32,9051,15,90
6,1,1653,5,42.06,35.18,9488,16,160
4,2,1011,6,21.23,22.01,6817,10,70
7,1,1555,3,30.89,35.49,8981,15,150
9,3,1634,6,34.91,25.45,9964,16,96
9,3,1446,5,28.73,29.82,7635,14,84
10,3,1932,3,54.65,37.73,13472,19,209
6,2,323,5,6.73,6.8,1924,3,27
2,3,532,5,15.39,7.97,3256,5,55
9,3,799,3,22.22,19.81,5576,7,49
6,2,1523,5,40.9,23.97,8282,15,120
4,4,324,4,7.15,5.23,1854,3,30
8,2,619,2,15.95,9.61,3794,6,54
0,3,1293,3,37.27,32.12,6837,12,108
8,2,1445,2,33.65,28.25,8726,14,126
6,1,1253,5,30.89,16.15,8363,12,72
3,1,928,4,23.19,13.04,6181,9,63
3,4,1820,6,37.49,30.31,10866,18,126
6,2,1638,4,32.43,26.71,10507,16,128
10,1,516,6,10.89,8.69,2952,5,55
7,2,1388,4,40.62,26.15,7958,13,143
7,3,941,1,18.33,13.47,5575,9,54
8,4,1831,1,50.75,22.41,9296,18,216
3,1,407,2,8.99,5.59,2571,4,32
1,4,1600,2,38.97,23.81,8893,16,128
8,4,1894,6,45.56,46.81,10377,18,216
0,1,602,5,14.49,12.86,3852,6,66
5,2,1951,5,36.77,42.49,12209,19,171
2,4,363,1,8.95,4.91,2188,3,27
2,1,1292,6,25.29,24.6,7500,12,108
9,4,1164,5,34.72,25.34,6456,11,88
8,4,1499,3,37.95,19.68,8075,14,98
2,1,1135,2,24.23,24.06,5744,11,77
7,3,744,3,20.87,15.49,4292,7,49
2,4,1822,3,53.69,27.68,12672,18,144
2,1,1963,3,35.73,30.86,13016,19,228
0,3,384,5,9.82,8.16,2650,3,24
5,1,701,4,19.44,11.81,4357,7,77
6,2,1002,6,29.05,21.44,6305,10,90
1,4,1060,1,23.74,16.24,6409,10,100
10,2,1755,2,51.24,32.63,8887,17,119
1,2,1179,6,22.47,23.39,7234,11,77
3,2,743,5,19.45,15.82,4949,7,56
10,3,972,1,28.34,23.69,5144,9,81
10,1,1223,5,28.16,14.8,7208,12,132
6,3,891,6,23.2,19.52,6081,8,48
7,4,510,2,14.92,8.58,3134,5,35
3,2,480,2,11.79,9.4,2703,4,24
8,4,1805,6,53.53,21.72,9995,18,126
1,1,1641,2,36.96,22.68,10758,16,128
8,3,1109,4,29.35,17.71,7132,11,88
0,3,1224,3,31.68,23.74,6688,12,84
5,3,1326,2,33.95,27.38,9139,13,104
1,1,1038,3,28.57,24.84,6124,10,120
5,1,1706,3,39.37,41.69,9795,17,136
2,3,915,6,18.15,12.77,5492,9,54
10,2,1745,2,40.23,24.8,10399,17,187
4,1,1967,3,46.17,34.45,13075,19,209
8,4,1670,2,48.66,36.51,8894,16,96
8,4,1108,1,21.08,23.15,6867,11,132
6,2,379,2,10.57,8.96,2215,3,36
10,3,799,3,23.89,16.43,4117,7,84
9,3,1977,4,50.27,26.47,11636,19,114
4,4,1440,5,28.76,21.69,9237,14,112
5,1,1670,3,32.1,36.91,11279,16,112
4,4,1166,4,24.29,21.67,7091,11,66
4,1,1382,1,27.74,25.29,9570,13,156
7,3,1181,1,21.84,25.76,6115,11,99
6,2,1593,1,47.3,35.62,8048,15,150
4,3,998,4,26.38,20.37,5373,9,90
10,2,1360,1,38.85,20.74,7082,13,104
7,4,1090,5,32.45,17.0,6026,10,60
5,1,355,1,7.67,5.04,2182,3,27
10,1,1233,6,25.2,14.92,6627,12,72
1,2,1332,4,38.01,16.11,8162,13,78
10,1,1803,4,47.91,42.63,12585,18,126
5,3,1661,5,42.19,22.58,9894,16,144
2,1,1178,4,35.02,15.04,7758,11,132
6,2,956,5,21.13,23.39,5467,9,81
9,4,585,5,16.87,12.16,3512,5,50
3,4,617,3,15.37,15.27,3614,6,54
8,2,1316,6,28.67,17.6,8037,13,78
10,1,646,4,11.84,13.48,3743,6,48
6,3,1736,4,39.54,37.57,11398,17,136
2,4,654,2,17.13,12.09,3721,6,42
5,3,1267,4,31.25,26.47,6636,12,84
6,1,1303,3,31.79,25.22,8133,13,104
8,2,1468,4,39.09,32.03,8653,14,84
10,4,1118,3,27.79,14.59,6263,11,88
0,2,666,6,13.55,9.28,4175,6,66
9,1,1862,3,51.91,34.17,9787,18,198
5,1,1037,5,23.39,16.49,7032,10,100
2,4,744,4,19.66,9.15,3890,7,70
9,2,1547,6,32.8,23.92,9355,15,120
0,3,1375,5,39.05,16.7,6929,13,117
0,4,1116,2,23.68,20.77,5864,11,77
3,1,363,6,9.05,6.57,1982,3,24
2,2,949,4,17.36,13.14,6550,9,99
7,2,437,5,8.75,8.02,2921,4,48
5,4,1305,2,34.82,31.84,7383,13,156
6,2,1546,4,37.83,26.24,9568,15,105
6,1,1964,5,55.96,29.69,12660,19,190
2,2,1946,5,47.06,28.11,10537,19,190
1,3,1203,1,28.52,29.26,6514,12,72
3,1,1588,3,35.8,24.25,8961,15,150
6,4,927,5,18.34,20.99,5475,9,99
8,2,1700,6,34.51,37.09,11893,17,204
10,2,1674,5,30.5,36.4,11404,16,96
5,4,790,6,22.98,19.14,3960,7,49
6,1,1774,4,46.89,24.56,10534,17,136
7,2,478,1,13.53,9.42,3178,4,24
4,1,1132,1,21.24,17.26,7898,11,110
8,3,1279,6,23.98,21.54,8311,12,120
6,4,521,5,11.98,7.33,3056,5,35
0,2,1673,4,48.17,29.23,10123,16,192
3,2,1615,6,37.66,36.73,8750,16,176
9,4,1189,4,23.94,14.59,6107,11,99
4,1,625,5,17.2,13.35,4280,6,36
10,4,1006,6,27.8,18.42,6542,10,80
0,2,566,6,16.06,12.99,3140,5,55
10,2,345,1,8.66,5.32,2189,3,36
7,3,1344,5,27.04,17.86,8191,13,91
10,2,1022,4,24.13,12.68,6498,10,110
1,1,523,3,13.86,7.79,2904,5,35
7,2,654,1,15.82,14.74,3973,6,36
9,1,1644,1,36.71,39.14,9744,16,128
10,4,571,2,10.41,9.87,3935,5,45
3,4,862,2,22.0,17.03,4419,8,64
2,2,1032,5,25.02,25.21,7187,10,60
2,1,443,4,11.78,7.62,3000,4,32
1,4,838,4,19.52,20.86,5457,8,56
10,3,728,6,16.86,14.66,4051,7,70
8,3,1595,4,46.11,35.7,7999,15,105
5,1,845,4,20.33,17.79,5412,8,96
1,3,1716,2,40.12,42.04,9778,17,170
6,1,804,1,18.86,18.37,5429,8,80
5,4,1545,6,42.32,22.6,10558,15,165
9,4,777,2,21.6,11.07,4855,7,42
9,3,1778,6,39.18,32.55,10229,17,187
4,2,807,5,20.16,14.91,4315,8,72
3,1,1193,1,30.16,28.8,7026,11,132
10,4,1621,1,36.89,32.39,10836,16,192
8,1,1612,1,39.63,36.17,8273,16,144
10,2,846,6,16.12,13.78,5781,8,72
7,2,840,2,24.91,18.93,4421,8,88
10,4,1974,5,56.89,28.26,11695,19,228
7,1,693,4,19.49,16.25,4019,6,48
8,4,1989,4,53.61,26.78,13236,19,171
4,2,1068,1,31.81,17.19,7308,10,60
8,4,1712,1,32.04,24.01,8928,17,170
8,2,1442,1,40.93,24.7,7692,14,112
3,2,836,3,15.74,19.48,5472,8,48
2,2,368,1,7.61,5.06,2142,3,33
9,2,604,5,17.21,12.05,3248,6,36
9,4,656,4,13.73,9.14,3536,6,42
10,1,324,2,8.98,4.6,2070,3,21
1,2,848,1,15.68,19.43,4461,8,48
7,3,1820,5,41.61,22.35,10078,18,216
9,2,813,4,21.37,16.19,5099,8,56
9,1,1805,2,42.53,35.41,11215,18,108
4,3,395,6,11.71,5.7,2636,3,21
6,2,1236,5,24.7,25.76,7393,12,144
5,2,1481,5,30.02,35.12,8262,14,98
7,3,407,1,10.97,6.92,2252,4,40
0,3,1152,3,23.48,23.53,6707,11,88
9,2,540,2,16.12,10.12,3521,5,50
2,4,1546,1,35.07,37.44,10733,15,180
4,3,1224,2,25.9,23.58,6925,12,72
3,2,777,4,17.54,18.56,4532,7,84
5,2,757,1,22.17,16.63,4804,7,42
9,4,745,6,20.1,18.37,4672,7,70
4,3,596,1,12.53,13.18,3314,5,55
0,3,640,4,16.76,9.36,4029,6,60
9,1,1620,4,44.09,34.69,8905,16,176
8,4,1736,4,36.01,38.68,11503,17,136
4,1,349,2,9.7,4.23,1855,3,33
6,4,1444,5,39.77,28.31,7516,14,126
0,3,1301,1,34.53,23.78,8151,13,156
10,2,1363,2,40.62,17.4,6838,13,78
3,1,482,1,9.03,6.09,2956,4,28
8,2,530,1,10.79,12.97,3544,5,50
7,1,984,1,28.23,13.15,5911,9,108
2,4,1051,3,31.23,23.53,7089,10,90
2,3,585,5,13.02,12.16,3353,5,35
8,4,401,5,9.52,7.84,2259,4,32
2,2,1753,6,49.64,29.23,11085,17,119
8,2,1261,1,33.24,30.46,8612,12,96
4,3,1918,5,43.85,27.54,12828,19,152
6,4,418,3,9.96,8.27,2516,4,28
2,1,1559,1,28.33,33.82,8492,15,90
0,1,1188,6,22.25,21.07,6001,11,99
7,1,821,6,17.18,11.57,4284,8,80
3,3,364,5,9.63,4.43,2014,3,21
3,2,1886,3,45.26,24.47,9886,18,180
1,2,1980,3,58.3,41.39,12430,19,114
5,1,1647,3,38.37,38.42,10103,16,160
0,3,757,4,18.89,15.51,4747,7,70
1,3,1648,3,45.96,22.98,10599,16,144
8,3,1627,1,39.47,21.69,8549,16,160
2,4,535,6,10.91,9.16,2953,5,55
4,1,1478,1,34.82,36.42,9237,14,154
9,3,1456,2,28.86,24.3,8169,14,154
0,3,1791,3,38.0,36.2,9801,17,119
1,2,1208,1,21.89,26.48,7854,12,144
2,4,1433,4,27.42,18.0,9825,14,168
4,3,1266,4,37.46,25.72,8784,12,120
8,4,1701,2,41.24,31.43,9496,17,119
3,3,1979,2,43.23,44.25,11920,19,152
9,4,1716,2,38.22,28.5,11064,17,170
0,2,1741,1,47.73,25.89,11305,17,204
3,1,1791,2,33.82,29.78,9419,17,136
8,3,1655,4,49.19,21.49,9160,16,192
1,2,1590,4,31.08,37.77,10943,15,180
3,1,911,3,21.34,15.99,5224,9,63
5,4,1810,4,32.65,24.48,11534,18,198
4,4,1721,1,33.47,20.66,8999,17,102
7,3,1665,3,48.08,27.65,10453,16,160
6,1,1620,6,47.63,39.63,8234,16,160
5,3,527,1,9.8,10.66,3458,5,30
3,1,1121,6,21.74,17.76,5814,11,88
7,4,424,2,10.82,5.66,2758,4,24
9,3,1609,2,46.51,39.05,9512,16,96
0,2,1157,4,34.44,27.68,5806,11,77
2,4,1568,5,38.71,34.33,9671,15,165
10,3,1177,6,22.05,22.88,7922,11,88
10,1,976,2,26.39,15.09,5805,9,72
10,1,1544,1,29.68,34.68,8041,15,105
10,4,824,3,22.48,18.07,4748,8,56
0,1,808,1,14.83,16.78,5294,8,56
0,2,715,3,12.9,16.3,4116,7,70
8,2,436,1,9.36,7.53,2780,4,36
7,4,1409,3,40.77,21.77,7230,14,168
2,1,1519,1,36.15,19.24,8044,15,105
10,1,1323,5,39.28,21.17,9010,13,117
0,2,609,1,11.01,13.01,3302,6,60
0,2,1577,1,34.71,21.72,9804,15,165
2,2,1887,5,49.78,25.14,9972,18,108
5,4,327,1,6.62,5.03,1818,3,21
3,4,314,6,6.19,5.46,1717,3,21
2,1,1224,1,24.44,26.29,6248,12,120
5,3,927,1,23.59,14.49,6303,9,99
8,4,1473,1,31.46,18.74,7446,14,168
6,3,1944,4,51.02,28.36,12548,19,209
10,1,807,5,21.05,13.04,4569,8,96
7,4,464,2,9.83,8.92,2534,4,32
4,2,1981,1,52.17,36.0,11125,19,171
2,1,1010,1,27.1,14.66,7035,10,80
1,3,1465,1,39.68,36.56,9211,14,84
1,2,1381,3,27.3,33.09,9113,13,143
1,4,1991,2,57.16,43.72,12484,19,209
8,4,591,3,11.27,8.57,3518,5,45
6,1,1027,3,22.89,12.47,6188,10,110
8,2,520,1,10.71,8.04,3026,5,40
3,1,1222,3,35.72,29.58,7336,12,132
2,1,1540,4,42.03,31.41,9247,15,105
7,1,1837,1,47.22,25.55,12423,18,180
5,1,1545,1,43.48,26.97,9598,15,120
4,2,353,3,7.09,4.34,1906,3,27
5,4,509,2,12.58,8.45,2756,5,55
4,1,1632,5,44.49,21.16,11396,16,192
0,3,1974,5,42.51,30.33,12967,19,228
2,1,866,2,19.08,18.71,5748,8,80
2,4,503,5,13.77,9.68,2811,5,45
6,2,647,5,14.95,10.76,3961,6,72
4,4,1605,1,38.16,22.52,9533,16,144
9,3,1578,1,35.06,19.87,8735,15,105
1,4,915,1,20.79,22.16,6029,9,108
9,3,1571,1,37.32,18.88,7986,15,135
4,1,1257,2,26.24,30.57,6831,12,72
0,1,1488,2,38.65,36.98,8989,14,154
8,2,1667,5,40.48,27.0,8554,16,128
6,2,1104,4,32.61,23.49,6030,11,66
10,1,386,5,7.49,8.14,2615,3,21
10,2,1872,1,45.36,46.01,11701,18,108
4,1,1556,4,40.92,24.29,10397,15,135
0,4,1699,1,39.85,36.61,9557,16,128
0,4,1605,6,46.9,38.71,9294,16,176
6,1,903,4,21.63,19.03,6160,9,54
0,1,1959,6,39.73,43.65,11883,19,190
7,4,446,5,12.77,10.53,2452,4,28
1,1,1299,1,34.94,25.4,7257,12,108
9,4,518,3,15.23,9.41,3441,5,55
9,2,1344,5,26.43,26.54,8130,13,91
10,2,1798,3,52.96,35.36,10267,17,204
4,1,1594,6,29.25,34.59,9022,15,90
4,2,522,3,13.91,11.17,3465,5,55
6,4,1014,1,25.05,19.99,6258,10,100
4,1,705,4,18.29,16.02,4554,7,42
2,1,1187,5,28.31,27.06,7260,11,77
3,2,1077,2,20.97,13.25,6829,10,100
5,3,1274,2,31.58,29.15,7315,12,96
10,2,515,5,12.54,7.49,3294,5,35
0,1,1870,6,44.03,39.71,9415,18,162
6,1,556,3,10.87,7.04,3067,5,40
6,2,1789,6,49.87,40.03,9497,17,187
9,3,1470,6,37.28,34.05,9200,14,168
1,2,1088,4,21.96,26.0,7609,10,120
9,2,1847,6,54.88,31.32,10165,18,180
10,4,1053,4,31.51,13.17,6937,10,120
2,3,1847,6,53.42,33.95,10059,18,180
3,3,1830,3,37.6,24.76,10573,18,162
9,4,1105,4,27.78,16.75,6450,11,110
9,1,1528,3,30.94,29.98,9258,15,135
3,3,1307,4,30.86,17.47,8763,13,156
6,2,1581,2,34.2,25.09,10177,15,150
0,1,662,5,12.14,9.48,3397,6,42
9,3,598,1,17.19,9.19,3057,5,40
5,4,639,1,14.16,10.28,3413,6,36
9,2,1833,4,46.85,22.44,10528,18,108
10,1,1468,4,34.48,27.4,9961,14,140
8,1,1178,5,32.49,28.35,7714,11,77
8,2,1338,4,32.25,26.78,8633,13,143
1,4,609,2,17.84,14.99,4225,6,60
8,1,1028,1,20.85,20.3,6385,10,100
7,1,1743,1,31.87,25.68,11459,17,204
7,4,332,3,6.86,4.88,1895,3,36
5,1,1134,2,27.62,27.7,6814,11,77
2,4,1690,6,32.75,28.42,9537,16,176
9,1,536,1,14.51,6.53,3278,5,45
6,1,1782,5,44.26,43.94,11243,17,170
1,1,618,5,11.95,15.16,3211,6,42
8,3,366,1,10.03,4.82,2427,3,24
0,2,703,3,17.82,12.32,4335,7,42
7,1,972,3,19.87,19.5,6562,9,99
7,4,469,5,10.8,8.78,2847,4,28
0,1,1210,4,27.91,20.9,7529,12,96
9,2,1767,4,46.18,29.72,10495,17,136
10,4,1565,4,38.5,26.84,10721,15,90
6,2,1448,1,31.4,25.84,9061,14,140
8,2,385,2,7.97,4.88,2661,3,27
6,4,380,1,7.66,7.13,2138,3,18
3,3,1689,4,46.16,22.03,11742,16,160
10,4,696,1,20.39,10.59,4103,6,72
2,2,1724,1,32.24,35.77,11075,17,170
4,3,1482,4,32.99,19.79,7500,14,98
0,4,757,1,21.24,9.85,4088,7,56
8,1,469,1,12.74,5.75,3068,4,48
2,3,1625,4,44.77,29.15,10658,16,144
